commit_msg,labels
[AutoScheduler] Accelerate feature extraction for winograd (#6981)* [AutoScheduler] Accelerate feature extraction for winograd* fix an overflow in feature.cc* address comments* address comments* Update include/tvm/te/schedule.hCo-authored-by: Cody Yu <comaniac0422@gmail.com>* Use a smaller min_repeat_ms* Use a smaller min_repeat_msCo-authored-by: Cody Yu <comaniac0422@gmail.com>,0
Fix GraphRuntime with -link-params over RPC (#6985)* Fix GraphRuntime with remotely-linked params. * Previous test did not exercise this correctly.* fix incorrect function name,0
[Hardware][Verilator] Integrating and simulating hardware accelerators in TVM (#6971)* add files* update interface* update* fix comment* fix fmt* remove widget repo* remove,0
Fix C runtime NDArray allocation bug (#6991),0
Demote session traffic logs to DEBUG log level (#6989),0
"Include required CMSIS headers in Cortex-M micro kernel. (#6988)* The existing kernels referenced CMSIS functions presuming that   those functions were defined by user code. This was the case with   the old blog post build flow. Add #include, since it's impossible   to compile the kernels without it. * TODO: port those functions to the micro kernels and remove external dependency",1
Fix the shape check for vta dense strategy (#6983),0
[AutoScheduler] Skip useless calls to RewriteLayout (#6993)* [AutoScheduler] Skip useless calls of RewriteLayout* fix lint* fix lint,0
[AutoScheduler] Use a smaller retry number (#6996),5
[AutoScheduler] Use a smaller iteration number for GA to acclerate the search (#6994)* [AutoScheduler] Use a smaller GA iteration number* fix* fix* add a new argument to control the search policy from task scheduler,0
[Backend][Verilator] Multiple fixes (#6995)* bump vta-hw submodule version* fix cmake related stuff,0
add files (#6986),1
fix docker image when installing rust (#7004),0
[TVMC] use target_host when it is set (#6855)* [TVMC] add cl support in tvmc runner* [TVMC] use target_host when it is set* Cleanup comment and asssert device type in else case* add a test for tvmc compiler* remove unused func,1
Dynamic Batch Support for TRT  (#6955)* add_annotate_fn* Reshape_ann_fn* Prune Subgraph* Dynamic Shape* Make PT Mask RCNN Work* Cleanup* Remove comments* Remove COmments* GetBatchSizeFix* Fix Remove Droupout* Fix Remove Droupout* TRT Runtime* Add MaskrCNN R50* New Testing code* Fix black* Test Maskrcnn r50 done* Test MR50* Space typo* Change Log to Dlog* Move test to tensorrt.py* Remove imports* Remove function* Add it to trt* import error* Imports* Add torch to CI* trt_test* Check test* Revert Pytorch install* Fix* test dynamic batch* TRT* Resolve PR comments* Zero batch size addCo-authored-by: Ubuntu <ubuntu@ip-172-31-27-149.us-east-2.compute.internal>,0
"[RELAY,TOPI] Add scatter_nd op (#6854)* [RELAY,TOPI] Add scatter_nd opScatter_nd is the inverse of gather_nd and also happens to be itsgradient. The implementation here is not optimized. There are no cpu orgpu specific implementations.* formatting* Fix tests* formatting* specify types on test* Fix grad test* scatter_nd cuda impl* cuda impl* x86 impl* formatting* fix shape rel* fix tests* formatting",0
[TOPI] deformable_conv2d in NHWC (#6999)* [TOPI] deformable_conv2d in NHWC* Update python/tvm/topi/generic/nn.pyCo-authored-by: Cody Yu <comaniac0422@gmail.com>* Update python/tvm/topi/testing/deformable_conv2d_python.pyCo-authored-by: Cody Yu <comaniac0422@gmail.com>* style* fix* styleCo-authored-by: Cody Yu <comaniac0422@gmail.com>,0
Fix call mkl gemm in mkldnn.py (#7007)Co-authored-by: zhangfucheng <zhangfucheng.jason@bytedance.com>,0
Use channels from attrs if possible (#7011),5
[µTVM] Minor fixes to the Reference VM tutorial (#7012)* Add recommendation to install vbguest plugin.* Update directories to match checked-in.,0
[Backend][Verilator] regression tests (#7000)* add files* update tests* test this* test this case* update jenkins file* fix offload* update* update variables* rollback ci files,0
[µTVM] Modify reference VMs to support new µTVM demo (#7001),1
[AutoScheduler] Support layout rewrite for whole networks (#6987)* [AutoScheduler] Add layout rewrite pass in relay* fix* fix lint* fix attrs* trigger CI* Apply suggestions from code review* trigger CI* Update python/tvm/auto_scheduler/relay_integration.py* Update python/tvm/auto_scheduler/relay_integration.py* Update python/tvm/auto_scheduler/compute_dag.py* Trigger CI* Apply suggestions from code review,0
Fix trt Test (#7016)* Fix trt Test* Fixed stuff* Done* fix 0* Trigger BuildCo-authored-by: Ubuntu <ubuntu@ip-172-31-27-149.us-east-2.compute.internal>,0
[AutoScheduler] Add a tutorial on auto-scheduling a network for x86 CPU (#7019)* [AutoScheduler] Add tutorial on auto-scheduling a network for CPU* update* update* update* improve* improve* address comments* add help on layout conversion* add help for layout conversion* update target string* update cuda logs,1
[auto_scheduler] metal default hardware params (#7022),5
[µTVM] Fix paths in the reference VM tutorial and add vbguest recommendation (#7015)* Add recommendation to install vbguest plugin.* Update directories to match checked-in.,0
[Diagnostics] Add environment variable for controlling top-level printing and fix issue with pretty printing/parsing roundtrip. (#6874)* Update Parser in order to handle the NMS code* Add support for displaying traces optionally* WIP* Fix* Fix error reporting in parser and clean up __init__.py due to CR* Format* Quick fix for If* Fix format* Fix lint,0
"[RPC] Prefer IPv4 between IPv4 and IPv6 (#7013)This change fix problem with version of IP protocol on MacOS.  Previousthe `rpc_tracker` and `query_rpc_tracker` were not able connect to eachother with default hostnames.The root cause was in method `socket.getaddrinfo`. In `rpc_tracker` thedefault hostname is ""0.0.0.0"" and `getaddrinfo` returns IPv4 type. In`query_rpc_tracker` the default hastname is ""localhost"" and`getaddrinfo` on MacOS returns IPv6 type. Note: on Linux both have IPv4type.These tools worked by different protocols and this is why`query_rpc_tracker` wasn't able connect to `rpc_tracker`.Now we will prefer IPv4 type. And both `rpc_tracker` and`query_rpc_tracker` will use the same version of protocol.",0
[CI] Hotfix CI (see #7010) (#7025),0
[AutoScheduler] Misc update to hardware parameter and task scheduler (#7020)* [AutoScheduler] Mics update to hardware parameter and task scheduler* update* update* update* update* fix* fix* update* improve warning message* update* lint* update* update* fix* Apply suggestions from code review* trigger CI,0
[Topi] Fix GPU Dynamic Topk by Improving Dynamic Strided Slice in Topi (#7018)* Fix GPU dynamic Topk* Fix style* Minor fix* Simplfy dynamic checking* Fix lint* More improvements* Disable test any topk,0
[Relay][Pass] Clean up DCE tests in preparation for refactoring.  (#7029)* Clean up DCE tests* Format* Fix* Fix,0
[AutoScheduler] Refactor task interface for tuning single operators (#7028)* [AutoScheduler] Refactor task interface* updae tutorials and tests* update* fix lint* fix lint* update* fix test,0
"Save PyTorch frontend state in object (#7023)While the functional approach is pretty neat, we ended up havingglobal state (default frontend, dtype) and it'll be more soon(caching of inferred types, see #6900). To not have to pass aroundthe state, this moves the op conversion into a class with instanceshaving the state.",2
[Relay][Frontend][Onnx] Add support for Size op in Onnx frontend. (#7031)* Add support for Size op in Onnx frontend.* Simplify target testing.,1
[Frontend] Prevent tflite frontend from producing int64 shape/parameters (#7030),5
Add version 11.1 in finding CUDA libdevice (#7033)* Add CUDA 11.1 libdeviceMaybe we should have a >= check instead.I also added a fallback to detect the version if version.txt ismissing. Calling nvcc for this has been inspired by what PyTorchdoes when compiling extension modules.,1
[CI] Update docs style dependency. (#7034),1
"[GraphRuntime] remove print from GetInputIndex (#7027)* remove print* retrigger CI, flaky test failure",3
[TOPI][OP] cuda for argwhere (#6868)* argwhere* cuda schedule* sort argwhere result* Use single block and thrust to fix flaky behavior* format* used dynamic strided_slice* Fix dynamic strided_slice* try new strided_slice* Improve dynamic strided slice to bind data depedent shape var.* all tests pass* remove print* use new strided_slice* cleanCo-authored-by: Yao Wang <kevinthesunwy@gmail.com>,0
Implement Keras Conv1D (#7035),5
[TVMSCRIPT] Attach span information to tir nodes in tvmscript (#6910),5
[AutoScheduler] Improve CPU matmul tutorial (#7037)* [AutoScheduler] Improve matmul tutorial* fix,0
[Relay][Topi] Fix GPU NMS when return_indices is True (#7005)* Add rearrange_indices* Fix output type* Clean test* Fix pylint* Fix CPU nms multi-batch* Diable test* Minor fix* Minor fix,0
[AutoScheduler] Remove `max_registers_per_block` in HardwareParams (#7040)* [AutoScheduler] Fix hardware params* address comments,0
[FIX] disable cuda test for argwhere (#7042)* disable cuda test for argwhere* Fix lintCo-authored-by: Lianmin Zheng <lianminzheng@gmail.com>,0
[AutoScheduler] Add tips on resuming the search from a log file (#7039)* [AutoScheduler] Add tips on resuming the search from a log file* Trigger CI,1
[ROCm][Auto scheduler] Support Auto scheduler and NHWC convolution on ROCm (#7038)* add nhwc + winograd support to rocm strategy* support rocm hw parameters in search task* run analysis pass for rocm too* run black* pylint fix* use IsGPUTask functionCo-authored-by: Masahiro Masuda <masahi@129@gmail.com>,0
[TOPI] GPU scatter_add using atomic (#7044)* use atomic add for faster 1d scatter add* update tests* run black* more pylint fix* remove fp64 bintcount testCo-authored-by: masa <masa@pop-os.localdomain>,0
[DOCS] Document cloudpickle dependency in tutorials (#7049),2
[Auto Scheduler] Add target host to measure record (#7046)* [Auto Scheduler] Add target host to measure record* Fix PyLint* Fix lint* Solve the serialization logic when we don't have hardware params* update auto scheduler log,0
[Relay][Frontend][Onnx] MaxUnpool Operator (#7036)* Added maxunpool test.* MaxUnpool implemented and tested.* Lint fix.* Add explicit output shape in tests.,0
"[LLVM] Support atomic for GPU backend (NVPTX, ROCm) (#7051)* support atomic add on llvm* make atomic builtin intrin* test bincount on nvptx* use builtin::atomic_add* add atomic llvm codegen test, only works on int8 input somehow* supports fp32 atomic* drop support for cpu atomic* add comment* add atomic gpu unit test* reenable other tests* add doc string* run black* fix build with llvm 8 and older* fix format* do not run float32 atomic test on ci* do not run scatter_add 1d with float inputs on CI* fix typo* add todo comment for cpu backend* fix build on ciCo-authored-by: masa <masa@pop-os.localdomain>",0
fix missing ffi binding of relay.attrs.DequantizeAttrs (#7054),0
"[BYOC][TRT] Support batch norm for all ranks <=5, and all axes (#7026)* [TRT] Support batch norm for all ranks <=5, and all axis* Add return false* Fix TRT < 6 build",0
"[TOPI] GPU scatter 1D via sorting based approach (#7056)* add thrust stable sort* rename* scatter via sort working* correctly handles negative indices* clean up, add some comments* add doc string* remove scatter benchmark stuff* add more doc* fix typo* lint fix* silence lint* fix py format* check for thrust availablity before testCo-authored-by: masa <masa@pop-os.localdomain>",0
fix nvcc compile option to be compatible with older cuda (#7065)Co-authored-by: masa <masa@pop-os.localdomain>,0
"[FIX] Improve error messages and docs (#7064)- Better document tvm.relay.create_executor- Print what was provided in src/target/llvm/llvm_module.cc,  src/tir/transforms/arg_binder.cc,  src/tir/transforms/storage_rewrite.cc",0
Incremental type inference (#6900),5
[µTVM] Allow for platform-specific malloc in runtime (#6948),5
[Auto Scheduler][Auto TVM] Fix infer tile size for NHWC winograd (#7068),0
[AutoSchedule] Compatibility improvement with XGBoost v1.3.0 (#7069)* [AutoSchedule] Compatibility improvement with XGBoost v1.3.0* lint,5
[TFLite] added scalar axis value handling in reduce (#6970)Axis value in reduce can now be specified as scalar,1
[AutoScheduler] Delete deprecated file auto_schedule.py (#7071),2
[FIX] Remove debugging print statement (#7072)Somehow a unnecessary print statement was left in the codebase.,0
[Relay] Support deformable Conv2D NHWC (#7075)* [Relay] Support deformable conv2D NHWC* add test case* fix lint* lint,0
Fix QNN type inference (#7074)* check for incomplete types in QNN Relation functions* add regression test from #7067* respond to review comments,0
[AutoTVM] Compatibility improvement with XGBoost v1.3.0 (#7076),5
[Relay][Strategy] Allow cuda cross compilation without physical device. (#7063)* Allow cross compilation of cuda targets without physical device.* Formatting.* Add warning when architecture cant be found.* Use target instead of autotvm arch specification.* Change warning message.Co-authored-by: Ubuntu <jwfromm@jwfromm-cpu-dev.itxhlkosmouevgkdrmwxfbs5qh.xx.internal.cloudapp.net>,1
[VTA] update 3rdparty submodule (#7081)* update vta* remove tvm,1
#7058 [Tutorial] Import errors in deploy_detection.py and deploy_classification.py (#7059)* Update deploy_classification.pyChanged import paths* Update deploy_detection.pychanged import paths and stop layer id* Update deploy_classification.pySet working directory to TVM base.* Update deploy_detection.pySet working directory to TVM base. Changed layer id in comment to 186.* reverse changes in deploy_classification.pyReversed changes in import path. Imports working as expected.* Reverse change in import pathsImports working as expected.* Update deploy_detection.pyDuplicated graph_runtime import removed.,0
[VTA][OpenCL] add device_annot support in graphpack (#6125)* add device_annot support in graphpack* on_device annotation* lint* typo* fix lint* fix lint,0
Handle case where ListConstruct makes a python list which is output of whole model (#7088),5
Add softplus operator conversion to Onnx. (#7089),1
Add test for MergeComposite on a QNN graph (#7080),1
Fix winograd infer tize (#7092),0
"Rollback changes to SSA begin/end scope for Store in (#7073)C codegen. Instead, scope binary operator codegen inCUDA to fix the issue originally addressed by 5f4b9a9.",0
Fix missing header inclusion. (#7097),0
clean standalone CRT files in microTVM VM rebuild script (#7095),2
[metal] support int64 (#7105),5
"Update tune_relay_vta.py to support single board (#7100)- support single pynq board run, change is credited to 'https://github.com/i24361's change, https://github.com/i24361/incubator-tvm/blob/0472b1f347976229a29be8a6e60b626a0604c8df/vta/tutorials/autotvm/tune_relay_vta_with_one_board.py- fixes the save fail- issues and changes are discussed in https://discuss.tvm.apache.org/t/vta-workaround-for-autotuning-with-one-pynq-z1-board/8091/9",0
"[ONNX] NMS in ONNX (#6839)* NMS partially working on CPU, fails on GPU* support dynamic iou_threshold* WIP NMS with while loops* working nms with dynamic shapes* add a test with dynamic score_threshold and pass it* Fix type checking in lambda lift* ONNX NMS working on GPU, had to remove threading from some kernelsfix lintfix lambda lift testsfix unit testsrespond to review commentsfix lint* better parallelize get_valid_counts* improve nms parallelization* respond to cuda/thrust enablement issueCo-authored-by: Jared Roesch <roeschinc@gmail.com>",0
[TOPI] sparse_dense Op sparse_data input added  (#6889)* [TOPI] sparse_dense op sparse_data input added* [1] clang issue resolved* [2] python format resolved* [3] lint error resolved* [4] Review comments handled* [5] Lint error resolved* [6] Review comments handled* [7] Review comments handled* [8] Review comments handled,0
[ONNX] Fix a bug with reshape imports when an initialized target shape is used more than once (#7109)* Fix a bug with reshape imports when an initialized target shape is used more than once* run autoformat,0
[COMMUNITY] New reviewer @leandron (#7112),1
[Relay][ConvertLayout] Support deformable conv2d (#7087)* add test case* fix* support* test case* fix* fix test* fix bug* add comment,0
[metal] update language version (#7116)* [metal] update language version* fix mps,0
[Relay][Frontend][Onnx] Auto extract onnx input shapes when possible. (#7115)* Auto extract onnx input shapes when possible.* Remove shape dict definition in tvmc.,4
"[metal] Remove support of `double` type (#7118)According to latest Metal spec (v2.3), `double` is still not supported.",3
[TF frontend] add support for StridedSlice to input a single constant (#6949)* [TF frontend] add support for StridedSlice to input a single constant* add test for strideslice with a single number input* fix bug,0
"[BYOC] Added ""include_non_call_ops"" parameter to AnnotateTarget pass (#6655)* [BYOC] Added annotate_non_call_ops parameter to AnnotateTarget passAdded annotate_non_call_ops parameter to AnnotateTarget pass to preventnon-call to be promoted to previously annotated operationsThis is useful in case if you are not running MergeCompilerRegionspass after AnnotateTarget.* linter* Tuple and TupleGetItem handling* resored transform.py, added missing tests to main* requested changes",1
[CI][ACL] Switched to ACL 20.11 (#7106),5
Add autoscheduler support to tvmc (#7070)* Add autoscheduler support to tvmc- Add an autoschedule module to tvmc- Extract common tuning option between autotuner and autoscheduler- Add testing* Linting and small bug-fixing* Addressing comments and refactoring* Fix linting* rebasing* Addressing comments - 2* Addressing comments -3Change-Id: I207872757473210681d9db04bfdcd2c5e6deaa05* Addressing comments - 4Change-Id: I11f73c9b32e83c013cfb2224ccce06f60a128af7,0
[TOPI] Fix GPU Dynamic Op Schedule (#7117)* Fix GPU dynamic op schedules* Fix dynamic shape nms* Fix* Fix test format,0
"[Relay][Topi]Add Sort Op to Relay (#6978)* Add sort op to relay* fix lint* fix sort docstring* fix docs* add TODO, shape_func, cleanup* add dynamic tests for sort and argsort",0
Fix spelling in some comments (#7124),0
Add ACL testing to the CI for AArch64. (#7122)Add testing for ACL to the CI for AArch64. A PR followsto add this to the Jenkinsfile once the docker changes land.We also need a separate script to run the tests as the fullintegration tests are currently broken.,1
"Add `is_floating_point` and `div_` PyTorch ops (#7128)* Add div_ and is_floating_point operators* Add handling of exprs to op, update tests* Revert changes to tests* reintroduce newline* Fix style",0
"Fix a bug in batch_matmul that te.max should be used (#7111)* Fix a bug in batch_matmul that te.max should be used* Additional fix to batch_matmul- add to this PR, https://github.com/apache/tvm/pull/7111* Remove previous change for numpy test batch_matmul* Add test to dynamic batch matmul* Fix what clang-format flagged* Skip dynamic batch matmul test on cuda- error is found during test as shown below``` File ""/home/jojo6174/tvm-installation/tvm/src/tir/analysis/verify_memory.cc"", line 202RuntimeError: Memory verification failed with the following errors:```* Skip dynamic batch matmul test on nvptxCo-authored-by: Insop Song <insop.song@gmail.com>",0
[Frontend] Unnecessary default warning msg changed to debug (#7119),0
"Update `is_floating_point` to handle bfloat16 (#7133)* Add div_ and is_floating_point operators* Add handling of exprs to op, update tests* Properly handle bfloat16 in is_floating_point* Revert test changes* revert whitespace changes",1
"[CONTRIB] PopenPoolExecutor (#6959)PopenPoolExecutor implements a ProcessPoolExecutor backed by popen.- Only handles invoking functions in tvm namespace.- Unlike multiprocessing, does not require __main__ block,  which means it can directly run on jupyter notebook.- Come with timeout and fault tolerant support to timeout  long running jobs, and restart the process when an error happens.Recommended usage: it is recommended to create a pool and reuseit in a long running job(e.g. autotuning) so that the processare reused when possible.",0
Added additional information to the from_onnx tutorial (#7127),1
[CUDA] Parallel Cuda Mergesort (#7099),5
[TFLite] add support for float16 (#7093)* [TFLite] add support for float16* add testi case* add test case* add comments,1
[TOPI] Simplify GPU NMS IR and optimize a bit (#7136)* remove get_valid_counts from pytorch nms* fix pytorch nms for negative score* merge reset by -1* move max_out_size handling to triangle loop* update torch nms test* fuse the last two kernels* parallelize the first kernel* merge first and last kernel* remove unnecessary cases* fix typo* revert pytorch frontend change* fuse rearrange step with triangle loop* fix max_output_size handling* check if already surpressed* fix topi vision test by wrapping tir const around int argument* fix for num anchors = 0 case* fix missing zero init of num valid boxes when the input is empty* add some comments and missing doc* typo fix* add a guard against zero dim grid / thread block inside ir_buidlder* typo fix* trigger CI,0
Fix a few OpNode argument field descriptions when registered (#7140),0
"Created CSourceMetaData module for model metadata (#7002)* Created CSourceMetaData module for model metadata* Currently, there is a MetaData module to capture constants  conditionaly if the runtime modules implement const init  PackedFuncs. However, this one relies on a load process  in which the metadata is created on volatile memory that  may be not usable in uTVM environments.* There is a need for model level metadata that is valid  across all runtime modules such as the func registry  when creating a system-lib.* This commit implements a CSoureMetaData module to hold  func registry that collects function names from the  runtime module and generates a c source file to be  linked with final artifact.* Modified and added export_library for utvmChange-Id: Ie2e8e2aea1a66520f03fe8af7cc5bdf27339ea10* Created CSourceMetaData module for model metadata* fixed llvm_module to return null pfs for  get_symbol and get_const_varsChange-Id: I84810e0695d4d6fb314af2469117f965eed71b51* Created CSourceMetaData module for model metadata*fixed bundle_deploy testsChange-Id: I0d1332a4abbb6830531784c59264021bbbd7148a* Created CSourceMetaData module for model metadata*fixed export_library not to insert ""options"" when targeting tar*fixed unit testsChange-Id: Ia1686889498b71af66f1a0311a059154ad3c2c3e* Created CSourceMetaData module for model metadata* enable wasm to support csource metadata module* disabled non DSOExportables from using csource metadata moduleChange-Id: Ie09beaad35cbc2ef738d1d24d91e249b5e099569* Created CSourceMetaData module for model metadata* changed const pfs to be called only on external modules  or DSOExportable modulesChange-Id: I6ad28f166c0fc27a2548c851bf9287ec805550d1* Created CSourceMetaData module for model metadata* CSourceMetadata module wrapper is only created for c/llvm targetsChange-Id: I13cb4140c17e2e1f91d495b15a1ff7eeab9fb14d* Created CSourceMetaData module for model metadata*target should be defined to use csourcemetdata moduleChange-Id: Id8e55b23d0007a79c550334de2c0fec63d40171f* Created CSourceMetaData module for model metadata* reinstate llvm func registryChange-Id: I53e0754b6fb533637f08b25e98064d8c04092de4* Created CSourceMetaData module for model metadata* addressed comments and fixed bugsChange-Id: I26401685dc803aeaf7642c865df88d683419e859* Created CSourceMetaData module for model metadata* addressed a missed commentChange-Id: I65e65c30bc780a946f3f1b8372c40a49a5c20582* Created CSourceMetaData module for model metadata* te build interface should only include c-source metadata if  targetting ""c""Change-Id: Ie23cb8c6231c1f2de6d2827084774e3510288098* Created CSourceMetaData module for model metadata* c_source modules should be created only if they are  non-DSO exportableChange-Id: I53f2f8e9caa41f133446f8881b9dc541ebeee8cc* Created CSourceMetaData module for model metadata* documetation misalignment in source_module.ccChange-Id: I83e2c29b1f2980ca65a694304720dc58a5cb7879* Created CSourceMetaData module for model metadata* typo : same object file written as a dependency in the MakefileChange-Id: I8becc4196d286cfb6372768687b3c836799dcb78* Created CSourceMetaData module for model metadata* removed unused param from a briefChange-Id: Ie4db2aca3b7ea147bd8c65ef5d1cc2146f530e76* Created CSourceMetaData module for model metadata* made export library use c as the format for c source modulesChange-Id: Ie2fd6204414f0fa43988a8082d18af7a3225e237* Created CSourceMetaData module for model metadata*addressed a nitChange-Id: I6084b8c06ddfaaece295439dbab589e6e202b664",0
[COMMUNITY] @jcf94 -> Committer (#7141),3
[Auto Scheduler] Mali Support (#7132)* [Auto Scheduler] Mali Support* Fix doc* fix lint* address comments* fix doc,0
"Add `is_floating_point()` test and better type support in `verify_model_vm()` (#7134)* Add div_ and is_floating_point operators* Add handling of exprs to op, update tests* add test + supporting functions* Revert whitespace changes* Properly assign dtype to random integers* Reformat with black* Switched default dtype logic, removed extra line",1
[TFLite] pack operation extedned with const args (#6984)pack operation now accepts constant arguments,5
[BYOC] [ACL] include_non_call_ops = False (#7121)ACL codegen now uses AnnotateTarget pass with include_non_call_ops = Falseto prevent promoting non-call ops under the target of its arguments.Squeezenet unit test added.,1
[Rust] Impl IsObjectRef for Array (#7138)* impl isobjectref for array* array test* cargo fmt,3
"Add a FunctionPattern, remove unused attributes in CallPattern (#7151)* Add a FunctionPattern, remove unused attributes in CallPattern* update docs",1
[AutoScheduler] Improve SearchTask and ComputeDAG serialization (#7145)* Use self.dag in Python object* Add sch to ComputeDAG* address comment,1
[AutoScheduler] Support string processing to records (#7144)* [AutoScheduler] Support string processing to records* doc* remove log,2
[TOPI] cuda reduction schedule (#7131)* complex reduce* fix* fix* fix,0
"[TOPI] GPU sort IR refactor to enable sort by keys (#7157)* sort refactor initial import* sort test working* scatter 1d with positive indices working* remove negatiev indices, using extern for now* minor fix* minor fix* add sort by key test* revert scatter change* add document* fix py formatCo-authored-by: masa <masa@pop-os.localdomain>",0
"Support mode=instance, spatial for MXNet l2_normalize (#7062)",2
[AutoScheduler] Python based measure callbacks (#7143)* add* make it work* format* add poilcy* comment* move test* format* fix ci* Delete useless old codeCo-authored-by: Lianmin Zheng <lianminzheng@gmail.com>,0
Slight optimize the default injective schedule (#7158),5
[AutoScheduler] Add layout rewrite support for dense and batch matmul on CPU (#7161)* [AutoScheduler] Add layout rewrite for dense and batch_matmul* Fix test & Address comments* Fix shape inference* fix test,0
[Relay] Add fast_softmax (#7163)* [Relay] Add fast_softmax* fix* fix,0
[AutoScheduler] Fix the conflict of thread pool in measurement (#7166),0
[Torch] Fix PyTorch NMS conversion for negative scores (#7137)* Fix pytorch nms conversion for negative scores* updated mask rcnn test to verify outputs and also run cuda target* set rpn_post_nms_top_n_test to 200* fix parameter name* dump output box information* simplifying,0
[Doc][AutoScheduler] Improve hyperlinks in tutorials (#7167)* [AutoScheduler] Improve tutorials* fix lint* address comments,0
[AutoScheduler] Enable winograd for conv2d and layout rewrite for conv3d (#7168)* [AutoScheduler] Enable winograd for conv2d & Enable layout rewrite for conv3d* fix test* fix test* update tutorials,0
[Rust] More Rust bindings for Attrs (#7082),5
[FIX] Fix using num_workers in omp (#7078)Co-authored-by: zhangfucheng <zhangfucheng.jason@bytedance.com>,0
Update the docs stale links (#7169),1
[AutoScheduler] Update layout rewrite option setting for measuring (#7156)* Add layout rewrite options for measure* Update schedule for inserted transform stage* Set layout rewrite when tuning for network* Update the log version,1
[µTVM] Add platform timer and RPCTimeEvaluator to enable AutoTVM (#6964)* Add platform timer to microTVM.* Address liangfu comments* cppformat* clang-formatCo-authored-by: Liangfu Chen <liangfu@apache.org>,1
[Torch] Support hard_swish op (#7174)* imp_hardswish* format* fix* hard_swish_inplace test case,0
[TFLite] Reshape - support different qnn params for input and output (#7159),5
"Asymmetric padding and dilation in conv2d workload (#7142)* added asymmetric padding to conv2d workload* fixed depthwise conv2d padding* Added fix to include dilation in workload output width calculation* Added missing dilation to arm_cpu/conv2d_int8.py workload* Fixed dilation for x86 conv2d* Improved dilation workload integration in x86* Fixed x86 conv2d_alter_op to add dilation* Local linting not always producing same output as CI, probably my fault* Fixed bug, tested locally* Abusing CI until I can figure out how to reproduce the same behaviour of running integration tests locally.* Ammeded conv2d_int8 test* Updated workload, improved unit tests* Added depthwise conv2d workload test",0
[Relay][fix] Stack should take exprs that evaluate to tuples (#7130)* Fix stack to take Relay exprs that evaluate to tuples* Doc tweak* Linting fix,0
[AutoTVM-FIX] avoid unexpected value(1) of search space when get length for uninitiated search space (#7175)* [AutoTVM-FIX] avoid unexpected value(1) of search space when get length for uninitiated search space* Update python/tvm/autotvm/task/space.pyCo-authored-by: Cody Yu <comaniac0422@gmail.com>Co-authored-by: ZhaoYanjie <roger.zhao@montage-tech.com>Co-authored-by: Cody Yu <comaniac0422@gmail.com>,0
"[TOPI] Parallelize GPU NMS inner loop (#7172)* make NMS inner loop parallel* use one block two avoid global sync issue* temp disable write by only thread 0* leave a TODO on write by only one thread* add some comments, remove check the check on negative class id* minor improvement when topk is available* fix write by a single thread",0
[AutoScheduler] Use VM to extract tasks for dynamic models (#7173)* use VM for dynamic shape* make it work* add test* finalize* finalize* format* address comment* comment* improve task extraction,1
[AutoScheduler] Fix policy for zero-rank output (#7180),0
[Auto Scheduler][fix] Add dense strategy for mali (#7181)Signed-off-by: leowang1225 <810916296@qq.com>,0
[Relay][Op] Remove reverse attribute from reshape and reverse_reshape operators. (#7086),4
Parallelize cumsum in get_valid_counts (#7123)* Parallelize cumsum in get_valid_counts* make the scan loop exclusive* switch to directly using exclusive scan* perform inner loop of final writes on anchor threads* fix flaky testfix lint* remove final cuda kernelCo-authored-by: masa <masa@pop-os.localdomain>,0
[Fix] Tensor core type issue for dense (#7187)* fix tc type issue for dense* fix lint* rm float 32Co-authored-by: Leyuan Wang <ziyu.guo@bytedance.com>,0
"Remove seemingly invalid SoftPlus (#7189)- `Softplus` is added in 12/10/2020 from this https://github.com/apache/tvm/pull/7089- However, I see that there were `SoftPlus` (not the P is in capital) was already in.According to [Onnx spec](https://github.com/onnx/onnx/blob/master/docs/Operators.md), it is `Softplus` not `SoftPlus`.",1
"[Frontend][MXNet] add _npi_subtract_scalar (#7191)* [Frontend][MXNet] add _npi_subtract_scalar- add mxnet numpy operator, subtract- https://github.com/apache/tvm/issues/7186- https://mxnet.apache.org/versions/master/api/python/docs/api/np/generated/mxnet.np.subtract.html* Fix python style using black",0
"Makes sure g_last_error is null terminated. (#7190)This addresses GCC 10 error:```""src/runtime/crt/common/crt_runtime_api.c""include/tvm/runtime/c_runtime_api.h: 在函数‘TVMAPISetLastError’中:src/runtime/crt/common/crt_runtime_api.c:42:3: 错误：‘strncpy’ specifiedbound 1024 equals destination size [-Werror=stringop-truncation]   42 |   strncpy(g_last_error, msg, sizeof(g_last_error));      |   ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~cc1：所有的警告都被当作是错误```",0
Fix ICHECK_NOTNULL in logging.g (#7193),0
Fixed temporary lock_guard instances. (#7199),0
"[CUBLAS, CUDNN] Support dynamic batch size (#7194)* support cudnn and cublas on dynamic batch size* added test for cublas* add comment on algo choice",1
ReshapeAttrs no longer has reverse (#7205),5
[ConvertLayout] slice_like support (#7184),5
