commit_msg,labels
[FLINK-6464][streaming] Stabilize default window operator namesThis closes #5332.,1
[FLINK-6623][Blob] BlobServer#putBuffer moves file after stream is closedThis closes #5351.,2
"[FLINK-5659] [core] Prevent concurrent FileUtils.deleteDirectory() under WindowsThis serializes these types of cleanup calls under Windows, to work around thefact that Windows exhibits unpredictable behavior under concurretn file/directorydelete operations. That in turn causes nasty exception stack traces on shutdownoperations where components like I/O manager and Blob Server concurrently cleanup their directories, which may overlap in some subdirectories.",4
[FLINK-8476][config][HA] Deprecate HA config constantsThis closes #5338.,5
[FLINK-8494][config] Migrate CC#DEFAULT_PARALLELISM_KEYThis closes #5377.,5
[hotfix] Rearrange TaskExecutor imports,2
[FLINK-8504] [flip6] Deregister jobs from the JobLeaderService when no more slots allocatedLet the TaskExecutor deregister jobs from the JobLeaderService once it has no more slotsfor this job allocated.This closes #5361.,2
[FLINK-8475][config][docs] Integrate akka optionsThis closes #5384.,5
[Flink-8407] [DataStream] Setting the parallelism after a partitioning operation should be forbidden,1
[FLINK-8240] [table] Create unified interfaces to configure and instatiate TableSourcesThis closes #5240.,5
[hotfix] [table] Fix IndexOOBE in DataStreamSortRule.This closes #5370.,5
[FLINK-8492] [table] Improve cost estimation for CalcsThis closes #5347.,1
[FLINK-8489][ES] Prevent side-effects when modifying user-configThis closes #5378.This closes #4847.This closes #5305.This closes #5208.This closes #2192.This closes #2422.This closes #3478.,5
[FLINK-8422] [core] Checkstyle for org.apache.flink.api.java.tupleUpdate TupleGenerator for Flink's checkstyle and rebuild Tuple andTupleBuilder classes.This closes #5292.,2
"[FLINK-8496][metrics] Create missing ""Network"" groupThis closes #5343.",1
"[FLINK-8230] [orc] Fix NPEs when reading nested columns.- fixes NPEs for null-valued structs, lists, and maps- fixes NPEs for repeating structs, lists, and maps- adds test for deeply nested data with nulls- adds test for columns with repeating valuesThis closes #5373.",3
[hotfix] [bin] Adjust the comments and inactive options in 'flink-conf.yaml' to reflect latest config options,5
[hotfix] [bin] Reorder sections in flink-conf.yaml to reflect common use of options.,1
[hotfix] [checkpointing] Cleanup: Fix Nullability and names in checkpoint stats.,0
[hotfix] [tests] Drop obsolete CheckpointExternalResumeTest.Because all checkpoints are now externalized (write their metadata) this is an obsolete test.,3
"[hotfix] [checkpoints] Clean up CompletedCheckpoint, grouping related methods together",1
[hotfix] [checkpoints] Drop ill-defined hashCode() and equals() from CompletedCheckpoint.,4
[hotfix] [tests] Clean up HeapKeyedStateBackendAsyncByDefaultTest,3
[FLINK-8531] [checkpoints] (part 1) Pull CheckpointType into its own class.,2
[FLINK-8531] [checkpoints] (part 2) Add CheckpointType to CheckpointProperties,1
[FLINK-8531] [checkpoints] (part 3) Rework ExternalizedCheckpointITCase,1
[FLINK-8531] [checkpoints] (part 4) rename forCheckpoint() to forCheckpointWithDefaultLocation(),2
[FLINK-8531] [checkpoints] (part 5) Introduce CheckpointStorageLocationReference instead of String to communicate the location,2
[FLINK-8531] [checkpoints] (part 6) Tasks resolve CheckpointStreamFactory from CheckpointStorage and Checkpoint Location Reference to persist checkpoint data.,5
[FLINK-8531] [checkpoints] (part 7) Move tests specific to Checkpoint Storage and Checkpoint Stream to separate tests suites,3
[FLINK-8531] [checkpoints] (part 8) Add tests for the FsCheckpointStorage and MemoryBackendCheckpointStorage.,3
[FLINK-8531] [checkpoints] (part 9) Introduce EXCLUSIVE and SHARED scope for states,2
[hotfix] [runtime] Fix checkstyle for 'runtime/io/network/api'.,1
"[FLINK-8539] [checkpointing] (part 1) Introduce CompletedCheckpointStorageLocation to properly handle disposal of checkpoints.That concept allows us to properly handle deletion of a checkpoint storage, for example deleting checkpointdirectories, or the dropping of a checkpoint specific table.This replaces the current workaround for file systems, where every file disposal checks if the parentdirectory is now empty, and deletes it if that is the case. That is not only inefficient, butprohibitively expensive on some systems, like Amazon S3.",5
[FLINK-8539] [checkpointing] (part 2) Modify all tests to use CompletedCheckpointStorageLocation.,1
[FLINK-8539] [checkpointing] (part 3) Rename FixFileFsStateOutputStream to FsCheckpointMetadataOutputStreamThe new name captures the proper use and meaning of the class in a better way.,1
"[FLINK-8540] [checkpointing] FileStateHandles no longer attempt to clean up their parent directory.Performing directory contents checks and cleaning up the parent directory in the state handle disposalhas previously led to excessive file system metadata requests, which especially on systems likeAmazon S3 is prohibitively expensive.",5
[hotfix] Fix some typos in flink-conf.yaml comments.,5
[hotfix][cep] Remove migration from 1.5 testThis closes #5398,3
[hotfix] Simplify computation in KeyGroupRangeAssignment::computeKeyGroupRangeForOperatorIndex,1
[FLINK-4812][metrics] Expose currentLowWatermark for all operators,1
[FLINK-8384] [streaming] Dynamic Gap Session Window Assigner,2
[FLINK-8243] [orc] OrcTableSource reads input path recursively by default.This closes #5344.,2
[FLINK-8242] [orc] Fix predicate translation if literal is not Serializable.This closes #5345.,0
[FLINK-8242] [table] RexProgramExtractor only translates literals of known types.,4
[hotfix] [cep] SharedBuffer refactoring.,4
[FLINK-8561] [cep] Fix SharedBuffer.removeEdges to use .equals().This closes #5414.,1
[FLINK-7923] [table] Support accessing fields of arrays of composite typesThis closes #5367.,1
[FLINK-8555] [table] Fix TableFunction varargs length exceed 254This closes #5409.,1
[FLINK-8555] [table] Simplify function operand checkers and inference,5
[FLINK-8471] [flip6] Introduce configuration switch for Flip-6Add 'mode' configuration parameter which enables and disables the Flip-6code paths. Per default this is set to the old code path.This closes #5334.,1
[FLINK-8493] [flip6] Integrate queryable state with Flip-6Adapt KvStateRegistry to accept multiple KvStateRegistryListeners. Introducethe KvStateLocationOracle to retrieve the KvStateLocation. Adapt the KvStateClientProxyto accept multiple KvStateLocationOracles to retrieve the KvStateLocations fordifferent jobs. Registered the KvStateRegistryListener and KvStateLocationOraclein TaskExecutor upon establishing a connection to the JobMaster.This closes #5339.,1
[FLINK-8495] [flip6] Enable main cluster component's log and stdout file retrievalThis commit enables the log and stdout file retrieval of the cluster's main componentvia the web ui. This happens via the StaticFileServerHandler which serves the logand stdout file.This closes #5341.,2
"[FLINK-8501] [flip6] Use single BlobCacheService per TaskExecutorInstead of creating for each new JobManagerConnection a dedicated BlobCacheServicethe TaskExecutor uses a single BlobCacheService which it shares between thedifferent JobManagerConnections. The initial BlobServer address is passed by theResourceManager when the TaskExecutor registers at it. In order to avoid the re-creation of BlobCacheServices, this commit changes the behaviour such that one canupdate the BlobServer address.This closes #5350.",1
"[hotfix] [tests] Remove JobManagerRunnerMockTestThe JobManagerRunnerMockTest is completely ignored. Moreover, it tests things withheavy usage of Mockito which is hard to maintain.",3
"[FLINK-8502] [flip6] Remove LibraryCacheManager from JobMasterThis commit removes the LibraryCacheManager from the JobMaster since it isno longer needed. The JobMaster is started with the correct user code classloader and, thus, does not need the LibraryCacheManager.This commit also corrects that the BlobServer is not closed by theJobManagerServices#shutdown method.This closes #5352.",1
"[FLINK-8503] [flip6] Display TaskExecutor logs and stdout files in web uiIntroduce the AbstractHandler which takes a typed request and returns an untypedresponse. The AbstractRestHandler extends the AbstractHandler to add typed reponses.Introduce AbstractTaskManagerFileHandler which encapsulates the file loading logic.Upon request of a TaskManager file, the handler will trigger the file upload viathe ResourceManager. The returned TransientBlobKey is then downloaded via theTransientBlobService. Once downloaded, the file is served to the client. Eachtransient blob key is cached for maximum duration after which it is purged and hasto be reuploaded by the TaskExecutor.This closes #5353.",2
[hotfix] Return NOT_FOUND in TaskManagerDetailsHandler  if TaskExecutor unknown,0
[FLINK-7856][flip6] Port JobVertexBackPressureHandler to REST endpoint,0
[FLINK-7856][flip6] Port JobVertexBackPressureHandler to REST endpointThis closes #5397.,0
[hotfix][tests] Add Javadocs to JobMasterTestAdd Javadocs to JobMasterTest.Remove debug print.,0
[hotfix] Log swallowed exception in JobMaster,1
"[FLINK-8398] [kinesis, tests] Cleanup confusing implementations in KinesisDataFetcherTest and related classesThe previous implementation of the TestableKinesisDataFetcher wasconfusing in various ways, causing it hard to be re-used for othertests. This commit contains the following various cleaups:- Remove confusing mocks of source context and checkpoint lock. We now  allow users of the TestableKinesisDataFetcher to provide a source  context, which should provide the checkpoint lock.- Remove override of emitRecordAndUpdateState(). Strictly speaking, that  method should be final. It was previously overriden to allow  verifying how many records were output by the fetcher. That  verification would be better implemented within a mock source context.- Properly parameterize the output type for the  TestableKinesisDataFetcher.- Remove use of PowerMockito in KinesisDataFetcherTest.- Use CheckedThreads to properly capture any exceptions in fetcher /  consumer threads in unit tests.- Use assertEquals / assertNull instead of assertTrue where-ever  appropriate.",3
"[FLINK-8398] [kinesis, tests] Stabilize flaky KinesisDataFetcherTestsPrior to this commit, several unit tests in KinesisDataFetcherTestrelied on sleeps to wait until a certain operation happens, in order forthe test to pass.This commit removes those sleeps and replaces the test behaviours withOneShotLatches.This closes #5268.",3
"[FLINK-6004] [kinesis] Allow FlinkKinesisConsumer to skip recordsThis commit acknowledges that null can be returned from thedeserialization schema, if the message cannot be deserialized. If nullis returned for a Kinesis record, no output is produced for that record,while the sequence number in the shard state is still advanced so thatthe record is effectively accounted as processed.This closes #5269.",2
[FLINK-8409] [kafka] Fix offset committing race condition in KafkaConsumerThreadThis closes #5329.,1
[hotfix] [kafka] Make AbortedReassignmentException a static class,1
"[FLINK-8419] [kafka] Move consumer metric group registration to FlinkKafkaConsumerBaseThis commit is a refactor to move the registration of the consumermetric group (user scope ""KafkaConsumer"") to FlinkKafkaConsumerBase.Previously, the registration was scattered around in Kafkaversion-specific subclasses.",2
[FLINK-8419] [kafka] Register metrics for dynamically discovered Kafka partitionsThis closes #5335.,2
[hotfix] [kafka] Fix inapproriate access modifiers in AbstractFetcher,0
[FLINK-8022][kafka-tests] Disable at-least-once tests for Kafka 0.9For some reasons this test is sometimes failing in Kafka09 while the same code works in Kafka010.Disabling this test because everything indicates those failures might be caused by unfixed bugsin Kafka 0.9 branchThis closes #5316.,0
[hotfix][connectors] Fix log format stringsFixes three occurrences of using '%s' instead of '{}' in loggingstatements.This closes #5380.,2
[FLINK-8484] [kinesis] Synchronize local shard metainfo's on restoreEnsure that a metainfo change in the StreamShardMetadata other than`StreamShardMetadata.shardId` or `StreamShardMetadata.streamName` doesnot result in the shard not being able to be restored. This handles thecorner case where a shard might have been closed (ending sequence numberset to not-null) since the last savepoint or checkpoint when a job isrestarted from a snapshot state.,1
"[hotfix] [kinesis, test] Use real test classes instead of Mockito in FlinkKinesisConsumerMigrationTest",3
[FLINK-8484] [kinesis] Use an equivalence wrapper around restored StreamShardMetadatas to bypass out-of-sync shard infosThis closes #5337.,5
"[hotfix] [kinesis] Use ArrayList for faster shard state updatesPreviously, the Kinesis Consumer uses LinkedLists as the underlyingimplementation for subscribedShardsState. This list is accessed on everyrecord, updating a shard's state using a shard state index (i.e., theorder of the shard state in the list). With LinkedLists, this access haslinear time complexity, and since this operation happens per record, canhave a big performance hit on executions with a huge number of Kinesisshards.This commit changes the list implementation to be an ArrayList forconstant-time shard state access. The downside is that when new shardsare discovered, there will be a costly array re-size. However, sinceresharding is not expected to happen so often, this is acceptable.",1
"[FLINK-8472] [DataStream, test] Extend WindowOperatorMigrationTest for Flink 1.4",2
"[FLINK-8472] [scala, test] Extend StatefulJobSavepointMigrationITCase for Flink 1.4",2
"[FLINK-8472] [DataStream, test] Refactor StatefulJobSavepointFrom*MigrationITCase to single ITCaseThis commit refactors the StatefulJobSavepointFrom12MigrationITCase andStatefulJobSavepointFrom13MigrationITCase to a single class,StatefulJobSavepointMigrationITCase. The new ITCase is parameterized toensure that all previous versions and state backend variants arecovered.",2
"[FLINK-8472] [DataStream, test] Extend StatefulJobSavepointMigrationITCase for Flink 1.4",2
"[FLINK-8472] [kinesis, test] Extend FlinkKinesisConsumerMigrationTest for Flink 1.4",2
"[FLINK-8472] [kafka, test] Extend FlinkKafkaConsumerBaseMigrationTest for Flink 1.4",2
"[FLINK-8472] [fs, test] Extend ContinuousFileProcessingMigrationTest for Flink 1.4",2
"[FLINK-8472] [fs, test] Extend BucketingSinkMigrationTest for Flink 1.4",2
[FLINK-8472] [tests] Extend AbstractOperatorRestoreTestBases for Flink 1.4This closes #5364.,2
"[hotfix] [test] Remove stale savepoint files no longer used by migration testsThis includes:- Removing MigrationVersion.v1_1, since compatilbity for 1.1 is no  longer supported (and no migration tests still test that)- Remove all 1.1 test savepoint files (which no migration tests still  use)- Remove all 1.2 test savepoint files that are no longer in use (e.g.,  CEPMigrationTest does not test 1.2 restores anymore)",3
"[FLINK-8421] [DataStream, tests] Add WindowOperator migration test for Kryo-serialized window keys",3
[FLINK-8421] [core] Allow InstantiationUtil.deserializeObject() to use FailureTolerantObjectInputStreamThis makes it possible to use the FailureTolerantObjectInputStream inInstantiationUtil.deserializeObject. This behaviour is controlled via aisFailureTolerant flag argument. All previous calls to the methodremains to have identical behaviour (the ClassloaderObjectInputStream).,0
[FLINK-8421] [core] Introduce PostVersionedIOReadableWritable,2
"[FLINK-8421] [DataStream] Make timer serializers reconfigurable on restorePreviously, the key and namespace serializers for theHeapInternalTimerService were not reconfigured on restore to be compatiblewith previously written serializers.This caused an immediate error to restore savepoints in Flink 1.4.0,since in Flink 1.4.0 we changed the base registrations in the Kryoserializer. That change requires serializer reconfiguration.This commit fixes this by writing also the serializer configurationsnapshots of the key and namespace serializer into savepoints, and usethem to reconfigure the new serializers on rrestore. This improvement alsocomes along with making the written data for timer service snapshotsversioned. Backwards compatibility with previous non-versioned formatsis not broken.",5
"[FLINK-8421] [test] Increase MAX_MEM_STATE_SIZE and Akka framesize in AbstractEventTimeWindowCheckpointingITCaseAfter adding the TypeSerializerConfigSnapshots of timer serializers tothe timers snapshots, the size of the timer snapshots have potentiallydoubled. This caused the AbstractEventTimeWindowCheckpointingITCase tobe failing, because the configured max memory state size and Akkaframesize were too small. This commit doubles those sizes.This closes #5362.",5
"[FLINK-8275] [security, yarn] Fix keytab local path in YarnTaskManagerRunner",1
"[FLINK-8275] [security, yarn] Remove test-specific code path in YarnTaskManagerRunnerPreviously, the YarnTaskManagerRunner contained a code path that existsfor the sole purpose of injecting mock runners. Having code paths justto utilize tests in production code is in general a bad idea.This commit fixes this be making YarnTaskManagerRunner a factory-likeclass, which creates a Runner that contains all the runner’s properties,such as configuration. Unit tests can than test against the containedconfiguration in the created Runner to validate that everything isconfigured properly.This closes #5172.",5
[hotfix][docs] Fix typosThis closes #5406.,2
[hotfix][build] Fix duplicate maven enforce plugin declarationThis closes #5407.,1
[hotfix][docs] Fix typos in window documentThis closes #5408.,2
[FLINK-8550][table] Iterate over entryset instead of keysThis closes #5404.,1
[FLINK-8559][RocksDB] Release resources if snapshot operation failsThis closes #5412.,0
[FLINK-7608][metrics] Rework latency metricThis closes #5161.,1
[FLINK-7803][docs] Add missing savepoint informationThis fixes FLINK-7803 by emphasizing the savepoint save location should be on a distributed file-system.This cloes #4809.,5
[FLINK-8565][tests] Ensure locationBytes.length > 0This closes #5417.,3
[hotfix][tests] Fix compiler warning in MetricFetcherTest,3
[hotfix][metrics] Restrict visiblity of testing methods in Slf4jReporter,3
[FLINK-8522] [checkpoint] Remove number of states from checkpoint.,4
[FLINK-4940] Add broadcast state to the OperatorStateBackend.,1
[FLINK-3659] Expose broadcast state on DataStream API.,5
[FLINK-8345] Add iterator of keyed state on broadcast side of connected streams.,1
[FLINK-8446] Support multiple broadcast states.,1
[hotfix] Create BroadcastITCase.,1
[FLINK-8595] [table] Include table source factory services in flink-table jar,2
"[FLINK-7760] Fix deserialization of NFA state in CEP libraryBefore, the condition was being read via in.read() and notin.readFully()",0
[FLINK-8575][runtime] Add missing synchronization in BackPressureStatsTrackerOperations in method getOperatorBackPressureStats must appear atomic otherwisethe stack trace can be sampled multiple times.,1
[FLINK-8575][runtime] Add missing synchronization in BackPressureStatsTrackerMake triggerStackTraceSampleInternal private again and add locking totriggerStackTraceSample.This closes #5422.,1
[FLINK-8362][elasticsearch] shade all dependencies,2
[FLINK-8362] [elasticsearch] Further improvements for Elasticsearch connector shading- Do not shade Elasticsearch dependencies- Do not shade Flink Elasticseach Connector classes- Also shade log4j-api dependency in Elasticsearch 5 connector. This is  required for the log4j-to-slf4j bridge adapter to work properly.- Add NOTICE files for license statements for all ES connectorsThis closes #5426.This closes #5243.,2
[FLINK-8456] Add Scala API for Connected Streams with Broadcast State.,1
[FLINK-8597] Add examples for Connected Streams with Broadcast State.This closes #5425.,1
[hotfix] Move DataStreamUtils to the datastream API package so that we can actually use it to expose package-private constructors or methods for experimental features.,1
[FLINK-8571] [DataStream] Introduce utility function that reinterprets a data stream as keyed streamThis closes #5424.,5
"[FLINK-7124] [flip6] Add test to verify rescaling JobGraphs works correctlyThis commit adds two tests to verify behaviours of rescaling JobGraphs:1. JobGraphs can be consecutively rescaled to arbitrary valid DOPs2. Rescaling beyond max parallelism would failThe second test, however, is temporarily disabled for now since itdoesn't properly fail.This closes #4510.",0
[FLINK-7124] [flip6] Introduce parallelism <= max parallelism check into ExecutionJobVertexCheck that the parallelism is smaller than the max parallelism when creating anExecutionJobVertex.,1
[hotfix] Refactor graph verification code in ExecutionGraphConstructionTestThe refactoring resuses utility methods in ExecutionGraphTestUtils toverify constructed ExecutionGraphs.,3
[FLINK-8617] [table] Fix code generation bug while accessing Map typeThis closes #5438.,0
[FLINK-8636] [flip6] Use TaskManagerServices to pass in services to TaskExecutorPass in the TaskExecutor services via the TaskManagerServices insteadof individually.This closes #5456.,4
[hotfix] Simplify TaskExecutorTest to avoid Mockito,3
[hotfix][kafka-tests] Do not hide original exception in FlinkKafkaProducer011ITCaseThis closes #5383.,2
[FLINK-7871] [flip6] SlotPool should release unused slots to RMThis closes #5048.,1
[FLINK-7871] [flip6] Add ManualClock for SlotPool slot release tests,3
[FLINK-8475][config][docs] Integrate Algorithm optionsThis closes #5460.,5
[FLINK-8475][config][docs] Integrate Mesos optionsThis closes #5461.,5
[FLINK-8475][config][docs] Integrate netty optionsThis closes #5386.,5
[FLINK-8475][config][docs] Integrate optimizer optionsThis closes #5387.,5
[FLINK-8475][config][docs] Integrate REST optionsThis closes #5389.,5
[FLINK-8475][config][docs] Integrate SlotManager optionsThis closes #5390.,5
[FLINK-8475][config][docs] Integrate BlobServer optionsThis closes #5391.,5
[FLINK-8475][config][docs] Integrate JM optionsThis closes #5392.,5
[FLINK-8475][config][docs] Integrate Checkpointing optionsThis closes #5464.,5
[FLINK-8475][config][docs] Integrate SSL optionsThis closes #5385.,5
[FLINK-8626] Introduce BackPressureStatsTracker interfaceRenames BackPressureStatsTracker into BackPressureStatsTrackerImpl and introducea BackPressureStatsTracker interface. This will make testing easier when we don'thave to set up all the different components.This closes #5443.,1
[FLINK-8637] [flip6] Use JobManagerSharedServices to pass in services to JobMasterPass a JobManagerSharedServices instance to the JobMaster instead of theeach service individually.This closes #5457.,4
[FLINK-8423] OperatorChain#pushToOperator catch block may fail with NPEThis closes #5447.,0
[FLINK-8475][config][docs] Integrate HA-ZK optionsThis closes #5462.,5
[FLINK-8475][config][docs] Integrate YARN optionsThis closes #5463.,5
[FLINK-8642] Initialize descriptors before use at getBroadcastState().,1
[hotfix] Clean broadcast functions when translating.This closes #5477.,1
[FLINK-8475][config][docs] Integrate FS optionsThis closes #5459.,5
[FLINK-8475][config][docs] Integrate HA optionsThis closes #5467.,5
[FLINK-8475][config][docs] Integrate Environment optionsThis closes #5468.,5
[FLINK-8475][config][docs] Integrate RM optionsThis closes #5470.,5
[FLINK-8475][config][docs] Integrate TM optionsThis closes #5471.,5
[FLINK-8475][config][docs] Integrate Core optionsThis closes #5469.,5
[FLINK-8576][QS] Reduce verbosity when classes can't be foundThis closes #5420.,2
[FLINK-8553][metrics][datadog] Switch to async modeThis closes #5418.,5
[hotfix] Remove costly checkState() statements from CEP SharedBuffer,5
[FLINK-7658] [table] Add Collect aggregate function to Table API.This closes #5472.,1
[FLINK-8652] [QS] Reduce log level in getKvState to DEBUG.This closes #5489.,0
[hotfix] Remove unused imports from SharedBuffer,5
[FLINK-8529] [flip6] Let Yarn entry points use APPLICATION_MASTER_PORTLet all Yarn entry points use the YarnConfigOptions.APPLICATION_MASTER_PORT optionto specify the valid port range for the common RpcService.This closes #5388.,5
[FLINK-8603] [flip6] Split submitJob into job submission and execution result retrievalSplit RestClusterClient#submitJob into submitJob and requestJobResult which canbe called individually.This closes #5428.,2
[hotfix] Change shutdown order in WebMonitorEndpoint to avoid illegal state,4
[FLINK-8604] [rest] Move JobTerminationHandler into WebMonitorEndpointRegister the JobTerminationHandler at the WebMonitorEndpoint to make it accessible toall REST endpoints.This closes #5429.,1
"[FLINK-8605] [rest] Enable job cancellation from the web UIIn order to support the job cancellation from the web UI, including when usingYarn, we have to register the JobTerminationHandler under /jobs/:jobid/yarn-canceland /jobs/:jobid/yarn-stop. This is just a temporary fix until we can sendarbitrary REST verbs through the Yarn proxy.This closes #5430.",0
"[FLINK-8608] [flip6] Implement MiniDispatcher for job modeThe MiniDispatcher is responsible for submitting the single job with whicha job mode cluster is started. Once the job has completed and if the clusterhas been started in detached mode, the MiniDispatcher will terminate.In order to reduce code duplication, the MiniDispatcher is a sub class of theDispatcher which is started with a single job submitted job graph store.This closes #5431.",5
"[FLINK-8609] [flip6] Enable Flip-6 job mode in CliFrontendThis commit allows to deploy detached job mode clusters via theCliFrontend. In order to do that, it first extracts the JobGraphfrom the PackagedProgram and then uses the ClusterDescriptor todeploy the job mode cluster.This closes #5432.",1
"[FLINK-8613] [flip6] [yarn] Return excess containersUpon notification of newly allocated containers, the YarnResourceManagerwill only accept as many containers as there are pending container requests.All excess containers will be returned.This closes #5436.",1
[FLINK-8212] [network] Pull EnvironmentInformation out of TaskManagerServicesThis closes #5458.,5
[FLINK-7713][flip6] Implement JarUploadHandlerThis closes #5442.,0
"[FLINK-8530] [flip6] Enable detached job mode submission to session clusterThis commit makes the RestClusterClient aware whether the user wishes to submita job in detached or non-detached mode. If it is detached, then the RestClusterClientwon't poll for the execution result.This closes #5466.",1
"[FLINK-8644] [flip6] Shut down AkkaRpcActors with PoisonPillShutting AkkaRpcActors down with Kill can result in uncompleted futures, ifthe mailbox contains requests which will be dropped. Therefore, it is betterto stop AkkaRpcActors with a PoisonPill which assures that all messages beforethe pill will be processed.This closes #5476.",1
"[FLINK-8643] [flip6] Use JobManagerOptions#SLOT_REQUEST_TIMEOUT in ExecutionGraphThis commit changes the initialization of the ExecutionGraph to use theJobManagerOptions#SLOT_REQUEST_TIMEOUT for the slot allocation. Furthermore,it changes the behaviour of the SlotPool#ProviderAndOwner implementation suchthat the timeout is given to it via the SlotProvider#allocateSlot call.This closes #5475.",1
[hotfix] [flip6] Remove unnecessary timeout from SlotPool,4
"[FLINK-8308] Remove explicit yajl-ruby dependency, update Jekyll to 3+",5
[FLINK-8303] Add hawkins back to Gemfile,2
[FLINK-8303] [docs] Allow to overwrite ruby/gem binaryThis closes #5395.,1
[FLINK-8397] [cassandra] Add CassandraRowOutputFormat.This closes #5272.,1
[FLINK-8401] [cassandra] Add callback methods for failed and successful writes to CassandraOutputFormatBase.This closes #5274.,0
[FLINK-8647] [flip6] Introduce JobMasterConfigurationThis commit introduces a JobMasterConfiguration which contains JobMaster specificconfiguration settings.This closes #5478.,1
"[FLINK-8610] [flip6] Remove RestfulGateway from JobMasterGatewayThe JobMaster no longer needs to implement the RestfulGateway. Therefore,it is removed by this commit.This closes #5433.",4
[hotfix] Fix checkstyle violations in JobExecutionResult,0
[FLINK-8611] [flip6] Add result future to JobManagerRunnerThis commit adds a CompletableFuture<ArchivedExecutionGraph> to theJobManagerRunner. This future will be completed once the job hasreached a globally terminal state.This closes #5434.,1
[FLINK-8516] [kinesis] Allow for custom hash function for shard to subtask mapping in Kinesis consumerThis closes #5393.,1
[FLINK-8630] [formats] Add proper support for JSON formatsThis closes #5491.,5
[FLINK-8520][cassandra] Fix race conditionThis closes #5474.,0
[FLINK-5728] [kafka] Let FlinkKafkaProducers flush on checkpoints by default,2
[FLINK-3655] [core] Add support for multiple file paths for FileInputFormat.,2
"[FLINK-3655] [core] Add support for multiple file paths for FileInputFormat.- Reverted API-breaking changes.- Enable multi-path support for the following InputFormats:  - AvroInputFormat,  - [Pojo,Row,Tuple]CsvInputFormat,  - OrcInputFormat,  - TextInputFormat,  - TextValueInputFormat",1
[FLINK-7456][network] Implement Netty sender incoming pipeline for credit-basedThis closes #4552.,2
[hotfix] Add the switch for keeping both the old mode and the new credit-based mode,2
[FLINK-8425][network] fix SpilledSubpartitionView not protected against concurrent release callsThis closes #5314.,0
[FLINK-8671][docs] Word-wrap default valuesThis closes #5506.,2
[FLINK-8475][config][docs] Integrate HeartbeatManager optionsThis closes #5507.,5
[FLINK-8676] Ensure key stream is closed after backend#applyToAllKeys().This closes #5513.,2
[hotfix][config][docs] Remove leading space from descriptions,4
[FLINK-8411] Don't allow null in ListState.add()/addAll(),1
[FLINK-8607] [table] Add a basic embedded SQL CLI clientThis closes #5441.,1
[FLINK-7711][flip6] Implement JarListHandlerThis closes #5209.This closes #5455.,0
[FLINK-8612] [flip6] Enable non-detached job modeThe non-detached job mode waits until has served the JobResult ofa completed job at least once before it terminates.This closes #5435.,0
[FLINK-7857][flip6] Port JobVertexDetailsHandler to REST endpoint,0
[FLINK-7857][flip6] Return status 404 if JobVertex is unknownThis closes #5493.This closes #5035.,2
[FLINK-8662] [tests] Harden FutureUtilsTest#testRetryWithDelayThis commit moves the start of the time measurement before the triggering ofthe retry with delay operation.This closes #5494.,1
[FLINK-5886][py] Add Python Streaming APIThis closes #3838.,1
